Company,Location,Country,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,4/19/1975,7:58:00,Cosmos-3M (11K65M),Aryabhata,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,4/22/1975,21:10:00,Cosmos-3M (11K65M),Cosmos 729,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,4/24/1975,8:04:00,Voskhod,Cosmos 730,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,4/29/1975,10:23:00,Molniya-M /Block ML,Molniya-1 n†­49,Retired,0,Success
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya", Kenya,5/7/1975,22:45:00,Scout F1,Explorer 53,Retired,0,Success
CNES,"ELD, Guiana Space Centre, French Guiana, France", France,5/17/1975,14:47:00,Diamant BP4,Castor & Pollux,Retired,0,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,5/20/1975,14:03:00,Titan III(23)C,DSCS-II 5&6,Retired,0,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,5/21/1975,6:59:00,Voskhod,Cosmos 731,Retired,0,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA", USA,5/22/1975,22:04:00,Atlas-SLV3D Centaur-D1A,Intelsat 4 F1,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,5/24/1975,14:58:00,Soyuz,Soyuz 18,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,5/25/1975,14:30:00,Soyuz U,Cosmos 1012,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,5/28/1975,0:25:00,Cosmos-3M (11K65M),Cosmos 732 to 739,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,5/28/1975,7:29:00,Voskhod,Cosmos 740,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,5/30/1975,6:45:00,Voskhod,Cosmos 741,Retired,0,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia", Russia,6/3/1975,9:00:00,Cosmos-3M (11K65M),DS-U3 satellite,Retired,0,Failure
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,6/3/1975,13:20:00,Voskhod,Cosmos 742,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,6/5/1975,1:37:00,Molniya-M /Block ML,Molniya-1 n†­50 & SRET-2,Retired,0,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA", USA,6/8/1975,18:30:00,Titan IIID,KH-9 & SSF-C-5,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,6/12/1975,12:30:00,Soyuz U,Cosmos 743,Retired,0,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA", USA,6/18/1975,9:00:00,Atlas-SLV3A Agena-D,AFP-827 (Canyon-6),Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,6/20/1975,6:54:00,Vostok-2M,Cosmos 744,Retired,0,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia", Russia,6/24/1975,12:05:00,Cosmos-2I (63SM),Cosmos 745,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,6/25/1975,12:59:00,Voskhod,Cosmos 746,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,6/27/1975,13:00:00,Voskhod,Cosmos 747,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,7/3/1975,13:40:00,Voskhod,Cosmos 748,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,7/4/1975,0:56:00,Cosmos-3M (11K65M),Cosmos 749,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,7/8/1975,5:05:00,Molniya-M /Block ML,Molniya-2 n†­51,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,7/11/1975,4:15:00,Vostok-2M,Meteor-2 n†­1,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,7/15/1975,12:20:00,Soyuz U,Soyuz 19 (Apollo-Soyuz),Retired,0,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA", USA,7/15/1975,19:50:00,Saturn IB,ASTP (Apollo???Soyuz Test Project),Retired,0,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia", Russia,7/17/1975,9:10:00,Cosmos-2I (63SM),Cosmos 750,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,7/23/1975,13:00:00,Voskhod,Cosmos 751,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,7/24/1975,19:00:00,Cosmos-3M (11K65M),Cosmos 752,Retired,0,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China", China,7/26/1975,13:30:00,Feng Bao 1,JSSW-3,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,7/31/1975,13:00:00,Voskhod,Cosmos 753,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,8/13/1975,7:21:00,Voskhod,Cosmos 754,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,8/14/1975,13:29:00,Cosmos-3M (11K65M),Cosmos 755,Retired,0,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA", USA,8/20/1975,21:22:00,Titan IIIE,Viking 1,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,8/22/1975,2:11:00,Vostok-2M,Cosmos 756,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,8/27/1975,14:45:00,Voskhod,Cosmos 757,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,9/2/1975,13:09:00,Molniya-M /Block ML,Molniya-1 n†­52,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,9/5/1975,14:49:00,Soyuz U,Cosmos 758,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,9/9/1975,0:19:00,Molniya-M /Block ML,Molniya-2 n†­53,Retired,0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan", Japan,9/9/1975,5:30:00,N-I,Kiku 1,Retired,0,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA", USA,9/9/1975,18:39:00,Titan IIIE,Viking 2,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,9/12/1975,5:30:00,Soyuz U,Cosmos 759,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,9/16/1975,9:00:00,Voskhod,Cosmos 760,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,9/17/1975,7:10:00,Cosmos-3M (11K65M),Cosmos 761 to 768,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,9/18/1975,0:12:00,Vostok-2M,Meteor n†­32,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,9/23/1975,10:00:00,Voskhod,Cosmos 769,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,9/24/1975,12:00:00,Cosmos-3M (11K65M),Cosmos 770,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,9/25/1975,9:49:00,Soyuz U,Cosmos 771,Retired,0,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA", USA,9/26/1975,0:17:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F1,Retired,0,Success
CNES,"ELD, Guiana Space Centre, French Guiana, France", France,9/27/1975,14:00:00,Diamant BP4,Aura,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,9/29/1975,4:19:00,Soyuz U,Cosmos 772,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,9/30/1975,18:38:00,Cosmos-3M (11K65M),Cosmos 773,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,10/1/1975,8:30:00,Voskhod,Cosmos 774,Retired,0,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA", USA,10/9/1975,19:15:00,Titan III(24)B,OPS 5499,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,10/17/1975,14:29:00,Voskhod,Cosmos 776,Retired,0,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Multinational,10/29/1975,11:00:00,Tsyklon-2,Cosmos 777,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,11/4/1975,15:19:00,Voskhod,Cosmos 779,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,11/14/1975,19:13:00,Molniya-M /Block ML,Molniya-3 n†­54,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,11/15/1975,10:12:00,Cosmos-3M (11K65M),Cosmos 778,Retired,0,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China", China,11/16/1975,3:29:00,Long March 2,FSW-0 No.1,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,11/17/1975,14:36:00,Soyuz U,Soyuz 20,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,11/21/1975,9:20:00,Voskhod,Cosmos 780,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,11/21/1975,17:11:00,Cosmos-3M (11K65M),Cosmos 781,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,11/25/1975,17:00:00,Soyuz U,Cosmos 782,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,11/28/1975,0:10:00,Cosmos-3M (11K65M),Cosmos 783,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,12/3/1975,10:00:00,Voskhod,Cosmos 784,Retired,0,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA", USA,12/4/1975,20:38:00,Titan IIID,KH-9 & S3,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,12/11/1975,17:00:00,Cosmos-3M (11K65M),Intercosmos-14,Retired,0,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Multinational,12/12/1975,12:45:00,Tsyklon-2,Cosmos 785,Retired,0,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,12/14/1975,5:15:00,Titan III(23)C,DSP-5,Retired,0,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China", China,12/16/1975,9:21:00,Feng Bao 1,JSSW-4,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,12/16/1975,9:50:00,Voskhod,Cosmos 786,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,12/17/1975,11:06:00,Molniya-M /Block ML,Molniya-2 n†­55,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,12/19/1975,14:00:00,Cosmos-3M (11K65M),DS-P1 satellite,Retired,0,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,12/22/1975,,Molniya-M /Block SO-L,Prognoz n†­4,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,12/25/1975,19:00:00,Vostok-2M,Meteor n†­33,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,12/27/1975,10:22:00,Molniya-M /Block ML,Molniya-3 n†­56,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,1/6/1976,4:52:00,Cosmos-3M (11K65M),Cosmos 787,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,1/7/1976,15:34:00,Voskhod,Cosmos 788,Retired,0,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA", USA,1/15/1976,5:34:00,Titan IIIE,Helios-2,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,1/20/1976,17:07:00,Cosmos-3M (11K65M),Cosmos 789,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,1/22/1976,11:38:00,Molniya-M /Block ML,Molniya-1 n†­57,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,1/22/1976,22:26:00,Cosmos-3M (11K65M),Cosmos 790,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,1/28/1976,10:39:00,Cosmos-3M (11K65M),Cosmos 791 to 798,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,1/29/1976,8:30:00,Voskhod,Cosmos 799,Retired,0,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA", USA,1/29/1976,23:56:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F2,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,2/3/1976,8:16:00,Cosmos-3M (11K65M),Cosmos 800,Retired,0,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan", Japan,2/4/1976,5:00:00,Mu-III C,Corsa A,Retired,0,Failure
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia", Russia,2/5/1976,14:39:00,Cosmos-2I (63SM),Cosmos 801,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,2/11/1976,8:50:00,Voskhod,Cosmos 802,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,2/12/1976,13:00:00,Cosmos-3M (11K65M),Cosmos 803,Retired,0,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Multinational,2/16/1976,8:29:00,Tsyklon-2,Cosmos 804,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,2/20/1976,14:01:00,Soyuz U,Cosmos 805,Retired,0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan", Japan,2/29/1976,3:30:00,N-I,Ume 1,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,3/10/1976,8:00:00,Soyuz U,Cosmos 806,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,3/11/1976,19:45:00,Molniya-M /Block ML,Molniya-1 n†­58,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,3/12/1976,13:30:00,Cosmos-3M (11K65M),Cosmos 807,Retired,0,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Multinational,3/13/1976,17:15:00,Tsyklon-2,Cosmos 814,Retired,0,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,3/14/1976,1:25:00,Titan III(23)C,"LES-8, LES-9, Solrad-11a, Solrad-11b",Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,3/16/1976,17:22:00,Vostok-2M,Cosmos 808,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,3/18/1976,9:15:00,Soyuz U,Cosmos 809,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,3/19/1976,19:31:00,Molniya-M /Block ML,Molniya-1 n†­59,Retired,0,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA", USA,3/22/1976,18:14:00,Titan III(24)B,OPS 7600,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,3/26/1976,15:00:00,Voskhod,Cosmos 810,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,3/31/1976,12:50:00,Soyuz M,Cosmos 811,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,4/6/1976,4:14:00,Cosmos-3M (11K65M),Cosmos 812,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,4/7/1976,13:05:00,Vostok-2M,Meteor n†­34,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,4/9/1976,8:30:00,Voskhod,Cosmos 813,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,4/28/1976,9:30:00,Voskhod,Cosmos 815,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,4/28/1976,13:30:00,Cosmos-3M (11K65M),Cosmos 816,Retired,0,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA", USA,4/30/1976,19:12:00,Atlas-E/F MSD,NOSS-1,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,5/5/1976,7:50:00,Voskhod,Cosmos 817,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,5/8/1976,15:00:00,Cosmos-3M (11K65M),Cosmos 822,Retired,0,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia", Russia,5/12/1976,17:57:00,Molniya-M /Block ML,Molniya-3 n†­60,Retired,0,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA", USA,5/13/1976,22:28:00,Atlas-SLV3D Centaur-D1AR,Comstar D1,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,5/15/1976,13:30:00,Vostok-2M,Meteor n†­35,Retired,0,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia", Russia,5/18/1976,11:00:00,Cosmos-2I (63SM),Cosmos 818,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,5/20/1976,9:00:00,Voskhod,Cosmos 819,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,5/21/1976,7:00:00,Soyuz U,Cosmos 820,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,5/26/1976,9:00:00,Voskhod,Cosmos 821,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,6/2/1976,22:30:00,Cosmos-3M (11K65M),Cosmos 823,Retired,0,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA", USA,6/2/1976,,Titan III(34)B Agena-D,Quasar 1,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,6/8/1976,7:00:00,Voskhod,Cosmos 824,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,6/15/1976,13:19:00,Cosmos-3M (11K65M),Cosmos 825 to 832,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,6/16/1976,13:09:00,Voskhod,Cosmos 833,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,6/19/1976,,Cosmos-3M (11K65M),Intercosmos-15,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,6/24/1976,7:10:00,Soyuz U,Cosmos 834,Retired,0,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA", USA,6/26/1976,3:00:00,Titan III(23)C,DSP-6,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,6/29/1976,7:20:00,Voskhod,Cosmos 835,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,6/29/1976,8:12:00,Cosmos-3M (11K65M),Cosmos 836,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,7/1/1976,8:05:00,Molniya-M /Block ML,Cosmos 837,Retired,0,Partial Failure
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Multinational,7/2/1976,10:30:00,Tsyklon-2,Cosmos 838,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,7/6/1976,12:08:00,Soyuz,Soyuz 21,Retired,0,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA", USA,7/8/1976,18:30:00,Titan IIID,"KH-9, S3 & SSF-D-1",Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,7/8/1976,21:08:00,Cosmos-3M (11K65M),Cosmos 839,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,7/14/1976,9:00:00,Soyuz U,Cosmos 840,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,7/15/1976,13:11:00,Cosmos-3M (11K65M),Cosmos 841,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,7/21/1976,10:20:00,Cosmos-3M (11K65M),Cosmos 842,Retired,0,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Multinational,7/21/1976,15:14:00,Tsyklon-2,Cosmos 843,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,7/22/1976,15:40:00,Soyuz U,Cosmos 844,Retired,0,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA", USA,7/22/1976,22:04:00,Atlas-SLV3D Centaur-D1AR,Comstar D2,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,7/23/1976,15:49:00,Molniya-M /Block ML,Molniya-1 n†­62,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,7/27/1976,5:21:00,Cosmos-3M (11K65M),Cosmos 845,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,7/27/1976,12:00:00,Cosmos-3M (11K65M),Intercosmos-16,Retired,0,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia", Russia,7/29/1976,20:02:00,Cosmos-3M (11K65M),Cosmos 846,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,8/4/1976,13:40:00,Soyuz U,Cosmos 847,Retired,0,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA", USA,8/6/1976,,Titan III(34)B Agena-D,Quasar 2,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,8/12/1976,13:30:00,Soyuz U,Cosmos 848,Retired,0,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia", Russia,8/18/1976,9:30:00,Cosmos-2I (63SM),Cosmos 849,Retired,0,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia", Russia,8/26/1976,11:00:00,Cosmos-2I (63SM),Cosmos 850,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,8/27/1976,14:34:00,Vostok-2M,Cosmos 851,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,8/28/1976,9:00:00,Soyuz U,Cosmos 852,Retired,0,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China", China,8/30/1976,11:45:00,Feng Bao 1,JSSW-5,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,9/1/1976,3:23:00,Molniya-M /Block ML,Cosmos 853,Retired,0,Partial Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,9/3/1976,9:20:00,Soyuz U,Cosmos 854,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,9/15/1976,9:48:00,Soyuz U,Soyuz 22,Retired,0,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA", USA,9/15/1976,18:50:00,Titan III(24)B,OPS 8533,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,9/21/1976,11:40:00,Soyuz U,Cosmos 855,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,9/22/1976,9:30:00,Soyuz U,Cosmos 856,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,9/24/1976,15:00:00,Soyuz U,Cosmos 857,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,9/29/1976,7:04:00,Cosmos-3M (11K65M),Cosmos 858,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,10/4/1976,11:00:00,Soyuz U,Zenit-4MKT n†­370,Retired,0,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,10/10/1976,9:35:00,Soyuz U,Cosmos 859,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,10/14/1976,17:39:00,Soyuz,Soyuz 23,Retired,0,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia", Russia,10/15/1976,22:59:00,Vostok-2M,Meteor n†­36,Retired,0,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Multinational,10/17/1976,18:06:00,Tsyklon-2,Cosmos 860,Retired,0,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",Multinational,10/21/1976,16:53:00,Tsyklon-2,Cosmos 861,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,10/22/1976,9:11:00,Molniya-M /Block 2BL,Cosmos 862,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,10/25/1976,14:30:00,Soyuz U,Cosmos 863,Retired,0,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia", Russia,10/29/1976,12:39:00,Cosmos-3M (11K65M),Cosmos 864,Retired,0,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia", Russia,11/1/1976,11:20:00,Soyuz U,Cosmos 865,Retired,0,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China", China,11/10/1976,9:05:00,Feng Bao 1,JSSW-6,Retired,0,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,11/11/1976,10:45:00,Soyuz U,Cosmos 866,Retired,0,Success
